rank,expression,count,frequency_score,source
932,in paris,128,42.2,OpenSubtitles v2018 / OPUS
933,but i'll,128,42.2,OpenSubtitles v2018 / OPUS
934,doesn't matter,127,42.1,OpenSubtitles v2018 / OPUS
935,what you want,127,42.1,OpenSubtitles v2018 / OPUS
936,yes ma'am,127,42.1,OpenSubtitles v2018 / OPUS
937,don't worry about,127,42.1,OpenSubtitles v2018 / OPUS
938,you don't mind,127,42.1,OpenSubtitles v2018 / OPUS
939,good fellow,127,42.1,OpenSubtitles v2018 / OPUS
940,wanna go,127,42.1,OpenSubtitles v2018 / OPUS
941,it's just that,127,42.1,OpenSubtitles v2018 / OPUS
942,i'm on,126,42.1,OpenSubtitles v2018 / OPUS
943,then i'll,126,42.1,OpenSubtitles v2018 / OPUS
944,you know why,126,42.1,OpenSubtitles v2018 / OPUS
945,what he's,126,42.1,OpenSubtitles v2018 / OPUS
946,that's good,126,42.1,OpenSubtitles v2018 / OPUS
947,back on,126,42.1,OpenSubtitles v2018 / OPUS
948,sure that,126,42.1,OpenSubtitles v2018 / OPUS
949,get back to,126,42.1,OpenSubtitles v2018 / OPUS
950,only thing,126,42.1,OpenSubtitles v2018 / OPUS
951,thanks for,126,42.1,OpenSubtitles v2018 / OPUS
952,happy in,126,42.1,OpenSubtitles v2018 / OPUS
953,on the night,126,42.1,OpenSubtitles v2018 / OPUS
954,i'll show,125,42.0,OpenSubtitles v2018 / OPUS
955,don't make me,125,42.0,OpenSubtitles v2018 / OPUS
956,it back,125,42.0,OpenSubtitles v2018 / OPUS
957,if there's,125,42.0,OpenSubtitles v2018 / OPUS
958,know what i,125,42.0,OpenSubtitles v2018 / OPUS
959,them out,125,42.0,OpenSubtitles v2018 / OPUS
960,now let's,125,42.0,OpenSubtitles v2018 / OPUS
961,look i,125,42.0,OpenSubtitles v2018 / OPUS
962,not on,125,42.0,OpenSubtitles v2018 / OPUS
963,you don't want,125,42.0,OpenSubtitles v2018 / OPUS
964,i sure,125,42.0,OpenSubtitles v2018 / OPUS
965,he's a jolly,125,42.0,OpenSubtitles v2018 / OPUS
966,a jolly good,125,42.0,OpenSubtitles v2018 / OPUS
967,jolly good fellow,125,42.0,OpenSubtitles v2018 / OPUS
968,he's a jolly good,125,42.0,OpenSubtitles v2018 / OPUS
969,a jolly good fellow,125,42.0,OpenSubtitles v2018 / OPUS
970,he's a jolly good fellow,125,42.0,OpenSubtitles v2018 / OPUS
971,over a,124,41.9,OpenSubtitles v2018 / OPUS
972,on the other,124,41.9,OpenSubtitles v2018 / OPUS
973,came in,124,41.9,OpenSubtitles v2018 / OPUS
974,going back,124,41.9,OpenSubtitles v2018 / OPUS
975,you think i,124,41.9,OpenSubtitles v2018 / OPUS
976,where'd you,124,41.9,OpenSubtitles v2018 / OPUS
977,for he's,124,41.9,OpenSubtitles v2018 / OPUS
978,for he's a,124,41.9,OpenSubtitles v2018 / OPUS
979,for he's a jolly,124,41.9,OpenSubtitles v2018 / OPUS
980,for he's a jolly good,124,41.9,OpenSubtitles v2018 / OPUS
981,well maybe,124,41.9,OpenSubtitles v2018 / OPUS
982,no matter how,123,41.9,OpenSubtitles v2018 / OPUS
983,she doesn't,123,41.9,OpenSubtitles v2018 / OPUS
984,you couldn't,123,41.9,OpenSubtitles v2018 / OPUS
985,she didn't,123,41.9,OpenSubtitles v2018 / OPUS
986,what we're,123,41.9,OpenSubtitles v2018 / OPUS
987,to get out,123,41.9,OpenSubtitles v2018 / OPUS
988,it's you,123,41.9,OpenSubtitles v2018 / OPUS
989,give me that,123,41.9,OpenSubtitles v2018 / OPUS
990,for sure,123,41.9,OpenSubtitles v2018 / OPUS
991,in all,123,41.9,OpenSubtitles v2018 / OPUS
992,the only thing,123,41.9,OpenSubtitles v2018 / OPUS
993,mind if i,123,41.9,OpenSubtitles v2018 / OPUS
994,get them,123,41.9,OpenSubtitles v2018 / OPUS
995,good enough,123,41.9,OpenSubtitles v2018 / OPUS
996,if you'll,123,41.9,OpenSubtitles v2018 / OPUS
997,in the middle of,123,41.9,OpenSubtitles v2018 / OPUS
998,to wait,122,41.8,OpenSubtitles v2018 / OPUS
999,down on,122,41.8,OpenSubtitles v2018 / OPUS
1000,don't know why,122,41.8,OpenSubtitles v2018 / OPUS
1001,have a good,122,41.8,OpenSubtitles v2018 / OPUS
1002,i'm very,122,41.8,OpenSubtitles v2018 / OPUS
1003,now on,122,41.8,OpenSubtitles v2018 / OPUS
1004,and you know,122,41.8,OpenSubtitles v2018 / OPUS
1005,time of,122,41.8,OpenSubtitles v2018 / OPUS
1006,that's the way,122,41.8,OpenSubtitles v2018 / OPUS
1007,he just,122,41.8,OpenSubtitles v2018 / OPUS
1008,try and,122,41.8,OpenSubtitles v2018 / OPUS
1009,care to,122,41.8,OpenSubtitles v2018 / OPUS
1010,she's got,122,41.8,OpenSubtitles v2018 / OPUS
1011,i'm not a,121,41.7,OpenSubtitles v2018 / OPUS
1012,go get,121,41.7,OpenSubtitles v2018 / OPUS
1013,me i'm,121,41.7,OpenSubtitles v2018 / OPUS
1014,the good,121,41.7,OpenSubtitles v2018 / OPUS
1015,on their,121,41.7,OpenSubtitles v2018 / OPUS
1016,it ain't,121,41.7,OpenSubtitles v2018 / OPUS
1017,if you'd,121,41.7,OpenSubtitles v2018 / OPUS
1018,and i've,121,41.7,OpenSubtitles v2018 / OPUS
1019,you get it,121,41.7,OpenSubtitles v2018 / OPUS
1020,didn't do it,121,41.7,OpenSubtitles v2018 / OPUS
1021,stay in,120,41.7,OpenSubtitles v2018 / OPUS
1022,let me see,120,41.7,OpenSubtitles v2018 / OPUS
1023,me out of,120,41.7,OpenSubtitles v2018 / OPUS
1024,good day,120,41.7,OpenSubtitles v2018 / OPUS
1025,did you find,119,41.6,OpenSubtitles v2018 / OPUS
1026,as a matter,119,41.6,OpenSubtitles v2018 / OPUS
1027,as a matter of,119,41.6,OpenSubtitles v2018 / OPUS
1028,didn't get,119,41.6,OpenSubtitles v2018 / OPUS
1029,the way i,119,41.6,OpenSubtitles v2018 / OPUS
1030,know something,119,41.6,OpenSubtitles v2018 / OPUS
1031,get us,119,41.6,OpenSubtitles v2018 / OPUS
1032,you'll see,119,41.6,OpenSubtitles v2018 / OPUS
1033,don't think so,119,41.6,OpenSubtitles v2018 / OPUS
1034,know what you're,119,41.6,OpenSubtitles v2018 / OPUS
1035,stand up,119,41.6,OpenSubtitles v2018 / OPUS
1036,forget about,118,41.5,OpenSubtitles v2018 / OPUS
1037,can find,118,41.5,OpenSubtitles v2018 / OPUS
1038,it's been a,118,41.5,OpenSubtitles v2018 / OPUS
1039,down to the,118,41.5,OpenSubtitles v2018 / OPUS
1040,really want,118,41.5,OpenSubtitles v2018 / OPUS
1041,a matter of fact,118,41.5,OpenSubtitles v2018 / OPUS
1042,as a matter of fact,118,41.5,OpenSubtitles v2018 / OPUS
1043,that's where,118,41.5,OpenSubtitles v2018 / OPUS
1044,that's all i,118,41.5,OpenSubtitles v2018 / OPUS
1045,so bad,118,41.5,OpenSubtitles v2018 / OPUS
1046,coming in,118,41.5,OpenSubtitles v2018 / OPUS
1047,in any,118,41.5,OpenSubtitles v2018 / OPUS
1048,haven't the,118,41.5,OpenSubtitles v2018 / OPUS
1049,in the jungle,118,41.5,OpenSubtitles v2018 / OPUS
1050,they're going,118,41.5,OpenSubtitles v2018 / OPUS
1051,now you're,117,41.4,OpenSubtitles v2018 / OPUS
1052,do you know about,117,41.4,OpenSubtitles v2018 / OPUS
1053,now i'm,117,41.4,OpenSubtitles v2018 / OPUS
1054,you're so,117,41.4,OpenSubtitles v2018 / OPUS
1055,go now,117,41.4,OpenSubtitles v2018 / OPUS
1056,won't let,117,41.4,OpenSubtitles v2018 / OPUS
1057,i'm tired,117,41.4,OpenSubtitles v2018 / OPUS
1058,wouldn't know,117,41.4,OpenSubtitles v2018 / OPUS
1059,to get the,117,41.4,OpenSubtitles v2018 / OPUS
1060,he's going to,117,41.4,OpenSubtitles v2018 / OPUS
1061,not just,117,41.4,OpenSubtitles v2018 / OPUS
1062,what's your name,116,41.4,OpenSubtitles v2018 / OPUS
1063,on let's,116,41.4,OpenSubtitles v2018 / OPUS
1064,come on let's,116,41.4,OpenSubtitles v2018 / OPUS
1065,it's so,116,41.4,OpenSubtitles v2018 / OPUS
1066,he's gone,116,41.4,OpenSubtitles v2018 / OPUS
1067,from now on,116,41.4,OpenSubtitles v2018 / OPUS
1068,just one,116,41.4,OpenSubtitles v2018 / OPUS
1069,go there,116,41.4,OpenSubtitles v2018 / OPUS
1070,find you,116,41.4,OpenSubtitles v2018 / OPUS
1071,did you know,116,41.4,OpenSubtitles v2018 / OPUS
1072,stay away,116,41.4,OpenSubtitles v2018 / OPUS
1073,i can't help,115,41.3,OpenSubtitles v2018 / OPUS
1074,him back,115,41.3,OpenSubtitles v2018 / OPUS
1075,think about it,115,41.3,OpenSubtitles v2018 / OPUS
1076,i'll call,115,41.3,OpenSubtitles v2018 / OPUS
1077,come back to,115,41.3,OpenSubtitles v2018 / OPUS
1078,is right,115,41.3,OpenSubtitles v2018 / OPUS
1079,run away,115,41.3,OpenSubtitles v2018 / OPUS
1080,haven't been,115,41.3,OpenSubtitles v2018 / OPUS
1081,them on,115,41.3,OpenSubtitles v2018 / OPUS
1082,i don't think so,115,41.3,OpenSubtitles v2018 / OPUS
1083,it right,114,41.2,OpenSubtitles v2018 / OPUS
1084,but i'm not,114,41.2,OpenSubtitles v2018 / OPUS
1085,that'll be,114,41.2,OpenSubtitles v2018 / OPUS
1086,you out of,114,41.2,OpenSubtitles v2018 / OPUS
1087,it's just a,114,41.2,OpenSubtitles v2018 / OPUS
1088,just because,114,41.2,OpenSubtitles v2018 / OPUS
1089,look here,114,41.2,OpenSubtitles v2018 / OPUS
1090,good afternoon,114,41.2,OpenSubtitles v2018 / OPUS
1091,thing to do,114,41.2,OpenSubtitles v2018 / OPUS
1092,what's happened,114,41.2,OpenSubtitles v2018 / OPUS
1093,i'm sick,114,41.2,OpenSubtitles v2018 / OPUS
1094,that's how,113,41.1,OpenSubtitles v2018 / OPUS
1095,not sure,113,41.1,OpenSubtitles v2018 / OPUS
1096,maybe he,113,41.1,OpenSubtitles v2018 / OPUS
1097,tell me what,113,41.1,OpenSubtitles v2018 / OPUS
1098,it can't,113,41.1,OpenSubtitles v2018 / OPUS
1099,don't know how,113,41.1,OpenSubtitles v2018 / OPUS
1100,you've had,113,41.1,OpenSubtitles v2018 / OPUS
1101,tell you what,113,41.1,OpenSubtitles v2018 / OPUS
1102,well i don't,113,41.1,OpenSubtitles v2018 / OPUS
1103,gonna take,113,41.1,OpenSubtitles v2018 / OPUS
1104,if he's,113,41.1,OpenSubtitles v2018 / OPUS
1105,isn't there,113,41.1,OpenSubtitles v2018 / OPUS
1106,by now,113,41.1,OpenSubtitles v2018 / OPUS
1107,let's not,113,41.1,OpenSubtitles v2018 / OPUS
1108,and ready,113,41.1,OpenSubtitles v2018 / OPUS
1109,gyeon woo's,112,41.1,OpenSubtitles v2018 / OPUS
1110,where's your,112,41.1,OpenSubtitles v2018 / OPUS
1111,same thing,112,41.1,OpenSubtitles v2018 / OPUS
1112,take off,112,41.1,OpenSubtitles v2018 / OPUS
1113,whole thing,112,41.1,OpenSubtitles v2018 / OPUS
1114,go along,112,41.1,OpenSubtitles v2018 / OPUS
1115,out a,112,41.1,OpenSubtitles v2018 / OPUS
1116,you'll find,112,41.1,OpenSubtitles v2018 / OPUS
1117,shouldn't have,111,41.0,OpenSubtitles v2018 / OPUS
1118,all in,111,41.0,OpenSubtitles v2018 / OPUS
1119,in the car,111,41.0,OpenSubtitles v2018 / OPUS
1120,doesn't know,111,41.0,OpenSubtitles v2018 / OPUS
1121,i don't see,111,41.0,OpenSubtitles v2018 / OPUS
1122,i don't get,111,41.0,OpenSubtitles v2018 / OPUS
1123,just an,111,41.0,OpenSubtitles v2018 / OPUS
1124,it's good,111,41.0,OpenSubtitles v2018 / OPUS
1125,a deal,111,41.0,OpenSubtitles v2018 / OPUS
1126,just what,111,41.0,OpenSubtitles v2018 / OPUS
1127,in jail,111,41.0,OpenSubtitles v2018 / OPUS
1128,come home,111,41.0,OpenSubtitles v2018 / OPUS
1129,has happened,111,41.0,OpenSubtitles v2018 / OPUS
1130,terribly sorry,111,41.0,OpenSubtitles v2018 / OPUS
1131,you're quite,111,41.0,OpenSubtitles v2018 / OPUS
1132,away with,110,40.9,OpenSubtitles v2018 / OPUS
1133,and look,110,40.9,OpenSubtitles v2018 / OPUS
1134,me right,110,40.9,OpenSubtitles v2018 / OPUS
1135,out with,110,40.9,OpenSubtitles v2018 / OPUS
1136,take them,110,40.9,OpenSubtitles v2018 / OPUS
1137,you're doing,110,40.9,OpenSubtitles v2018 / OPUS
1138,it in the,110,40.9,OpenSubtitles v2018 / OPUS
1139,to get a,110,40.9,OpenSubtitles v2018 / OPUS
1140,i know that,110,40.9,OpenSubtitles v2018 / OPUS
1141,don't talk,110,40.9,OpenSubtitles v2018 / OPUS
1142,over and,110,40.9,OpenSubtitles v2018 / OPUS
1143,i've ever,110,40.9,OpenSubtitles v2018 / OPUS
1144,it on the,110,40.9,OpenSubtitles v2018 / OPUS
1145,to get you,109,40.8,OpenSubtitles v2018 / OPUS
1146,be over,109,40.8,OpenSubtitles v2018 / OPUS
1147,don't know if,109,40.8,OpenSubtitles v2018 / OPUS
1148,coming up,109,40.8,OpenSubtitles v2018 / OPUS
1149,have time,109,40.8,OpenSubtitles v2018 / OPUS
1150,and i don't,109,40.8,OpenSubtitles v2018 / OPUS
1151,want to talk,109,40.8,OpenSubtitles v2018 / OPUS
1152,pretty good,109,40.8,OpenSubtitles v2018 / OPUS
1153,got to get,109,40.8,OpenSubtitles v2018 / OPUS
1154,yes i know,109,40.8,OpenSubtitles v2018 / OPUS
1155,me get,109,40.8,OpenSubtitles v2018 / OPUS
1156,i need to,108,40.7,OpenSubtitles v2018 / OPUS
1157,this isn't,108,40.7,OpenSubtitles v2018 / OPUS
1158,know you're,108,40.7,OpenSubtitles v2018 / OPUS
1159,i'll come,108,40.7,OpenSubtitles v2018 / OPUS
1160,no right,108,40.7,OpenSubtitles v2018 / OPUS
1161,here's your,108,40.7,OpenSubtitles v2018 / OPUS
1162,you mean you,108,40.7,OpenSubtitles v2018 / OPUS
1163,of spider's,108,40.7,OpenSubtitles v2018 / OPUS
1164,i'm coming,107,40.7,OpenSubtitles v2018 / OPUS
1165,you go to,107,40.7,OpenSubtitles v2018 / OPUS
1166,it's going,107,40.7,OpenSubtitles v2018 / OPUS
1167,go for,107,40.7,OpenSubtitles v2018 / OPUS
1168,love him,107,40.7,OpenSubtitles v2018 / OPUS
1169,you try,107,40.7,OpenSubtitles v2018 / OPUS
1170,even know,107,40.7,OpenSubtitles v2018 / OPUS
1171,stand by,107,40.7,OpenSubtitles v2018 / OPUS
1172,know what you,107,40.7,OpenSubtitles v2018 / OPUS
1173,why don't we,107,40.7,OpenSubtitles v2018 / OPUS
1174,what's it,106,40.6,OpenSubtitles v2018 / OPUS
1175,came back,106,40.6,OpenSubtitles v2018 / OPUS
1176,i don't know if,106,40.6,OpenSubtitles v2018 / OPUS
1177,it's better,106,40.6,OpenSubtitles v2018 / OPUS
1178,along the,106,40.6,OpenSubtitles v2018 / OPUS
1179,didn't you tell,106,40.6,OpenSubtitles v2018 / OPUS
1180,do you mind,106,40.6,OpenSubtitles v2018 / OPUS
1181,he's still,106,40.6,OpenSubtitles v2018 / OPUS
1182,oh i'm sorry,106,40.6,OpenSubtitles v2018 / OPUS
1183,i'll do it,105,40.5,OpenSubtitles v2018 / OPUS
1184,was in the,105,40.5,OpenSubtitles v2018 / OPUS
1185,on the way,105,40.5,OpenSubtitles v2018 / OPUS
1186,get lost,105,40.5,OpenSubtitles v2018 / OPUS
1187,must go,105,40.5,OpenSubtitles v2018 / OPUS
1188,or i'll,105,40.5,OpenSubtitles v2018 / OPUS
1189,you know it,105,40.5,OpenSubtitles v2018 / OPUS
1190,you work,105,40.5,OpenSubtitles v2018 / OPUS
1191,well you're,105,40.5,OpenSubtitles v2018 / OPUS
1192,be out,105,40.5,OpenSubtitles v2018 / OPUS
1193,i'm terribly,105,40.5,OpenSubtitles v2018 / OPUS
1194,blow up the,105,40.5,OpenSubtitles v2018 / OPUS
1195,in the west,105,40.5,OpenSubtitles v2018 / OPUS
1196,you're an,104,40.4,OpenSubtitles v2018 / OPUS
1197,doing in,104,40.4,OpenSubtitles v2018 / OPUS
1198,we'll go,104,40.4,OpenSubtitles v2018 / OPUS
1199,because i'm,104,40.4,OpenSubtitles v2018 / OPUS
1200,talk to me,104,40.4,OpenSubtitles v2018 / OPUS
1201,sure he,104,40.4,OpenSubtitles v2018 / OPUS
1202,every time,104,40.4,OpenSubtitles v2018 / OPUS
1203,no need to,104,40.4,OpenSubtitles v2018 / OPUS
1204,up to the,104,40.4,OpenSubtitles v2018 / OPUS
1205,on the night of,104,40.4,OpenSubtitles v2018 / OPUS
1206,found out,103,40.3,OpenSubtitles v2018 / OPUS
1207,let go of,103,40.3,OpenSubtitles v2018 / OPUS
1208,know your,103,40.3,OpenSubtitles v2018 / OPUS
1209,go into,103,40.3,OpenSubtitles v2018 / OPUS
1210,in this country,103,40.3,OpenSubtitles v2018 / OPUS
1211,do not know,103,40.3,OpenSubtitles v2018 / OPUS
1212,me off,103,40.3,OpenSubtitles v2018 / OPUS
1213,you think so,103,40.3,OpenSubtitles v2018 / OPUS
1214,look in,103,40.3,OpenSubtitles v2018 / OPUS
1215,out of there,103,40.3,OpenSubtitles v2018 / OPUS
1216,i'll say,103,40.3,OpenSubtitles v2018 / OPUS
1217,hold your,103,40.3,OpenSubtitles v2018 / OPUS
1218,no i'm not,102,40.3,OpenSubtitles v2018 / OPUS
1219,i don't know why,102,40.3,OpenSubtitles v2018 / OPUS
1220,but i can't,102,40.3,OpenSubtitles v2018 / OPUS
1221,in you,102,40.3,OpenSubtitles v2018 / OPUS
1222,you were in,102,40.3,OpenSubtitles v2018 / OPUS
1223,it away,102,40.3,OpenSubtitles v2018 / OPUS
1224,in the back,102,40.3,OpenSubtitles v2018 / OPUS
1225,you mustn't,102,40.3,OpenSubtitles v2018 / OPUS
1226,they know,102,40.3,OpenSubtitles v2018 / OPUS
1227,get away from,102,40.3,OpenSubtitles v2018 / OPUS
1228,that's not true,102,40.3,OpenSubtitles v2018 / OPUS
1229,to know that,102,40.3,OpenSubtitles v2018 / OPUS
1230,they'll be,102,40.3,OpenSubtitles v2018 / OPUS
1231,a right,102,40.3,OpenSubtitles v2018 / OPUS
1232,i'll show you,101,40.2,OpenSubtitles v2018 / OPUS
1233,other way,101,40.2,OpenSubtitles v2018 / OPUS
1234,on earth,101,40.2,OpenSubtitles v2018 / OPUS
1235,way of,101,40.2,OpenSubtitles v2018 / OPUS
1236,don't leave,101,40.2,OpenSubtitles v2018 / OPUS
1237,back there,101,40.2,OpenSubtitles v2018 / OPUS
1238,didn't mean,101,40.2,OpenSubtitles v2018 / OPUS
1239,in the hospital,101,40.2,OpenSubtitles v2018 / OPUS
1240,in battle,101,40.2,OpenSubtitles v2018 / OPUS
1241,you trying,101,40.2,OpenSubtitles v2018 / OPUS
1242,you trying to,101,40.2,OpenSubtitles v2018 / OPUS
1243,need for,101,40.2,OpenSubtitles v2018 / OPUS
1244,once in,101,40.2,OpenSubtitles v2018 / OPUS
1245,know he,101,40.2,OpenSubtitles v2018 / OPUS
1246,as good,101,40.2,OpenSubtitles v2018 / OPUS
1247,take over,101,40.2,OpenSubtitles v2018 / OPUS
1248,what do you know about,101,40.2,OpenSubtitles v2018 / OPUS
1249,right there,100,40.1,OpenSubtitles v2018 / OPUS
1250,getting out,100,40.1,OpenSubtitles v2018 / OPUS
1251,work for,100,40.1,OpenSubtitles v2018 / OPUS
1252,picked up,100,40.1,OpenSubtitles v2018 / OPUS
1253,don't want you,100,40.1,OpenSubtitles v2018 / OPUS
1254,no don't,100,40.1,OpenSubtitles v2018 / OPUS
1255,look at that,100,40.1,OpenSubtitles v2018 / OPUS
1256,but it's not,100,40.1,OpenSubtitles v2018 / OPUS
1257,say good,100,40.1,OpenSubtitles v2018 / OPUS
1258,care what,100,40.1,OpenSubtitles v2018 / OPUS
1259,you to come,100,40.1,OpenSubtitles v2018 / OPUS
1260,didn't come,99,40.0,OpenSubtitles v2018 / OPUS
1261,i'm looking,99,40.0,OpenSubtitles v2018 / OPUS
1262,it's going to,99,40.0,OpenSubtitles v2018 / OPUS
1263,maybe it,99,40.0,OpenSubtitles v2018 / OPUS
1264,i have to go,99,40.0,OpenSubtitles v2018 / OPUS
1265,i'm talking,99,40.0,OpenSubtitles v2018 / OPUS
1266,that thing,99,40.0,OpenSubtitles v2018 / OPUS
1267,the same thing,99,40.0,OpenSubtitles v2018 / OPUS
1268,what i've,99,40.0,OpenSubtitles v2018 / OPUS
1269,don't tell me,99,40.0,OpenSubtitles v2018 / OPUS
1270,tell you that,99,40.0,OpenSubtitles v2018 / OPUS
1271,i want to see,99,40.0,OpenSubtitles v2018 / OPUS
1272,go down,99,40.0,OpenSubtitles v2018 / OPUS
1273,off your,99,40.0,OpenSubtitles v2018 / OPUS
1274,thing that,99,40.0,OpenSubtitles v2018 / OPUS
1275,i'll have to,99,40.0,OpenSubtitles v2018 / OPUS
1276,oh sure,99,40.0,OpenSubtitles v2018 / OPUS
1277,so you're,98,39.9,OpenSubtitles v2018 / OPUS
1278,mean that,98,39.9,OpenSubtitles v2018 / OPUS
1279,why'd you,98,39.9,OpenSubtitles v2018 / OPUS
1280,right then,98,39.9,OpenSubtitles v2018 / OPUS
1281,and you'll,98,39.9,OpenSubtitles v2018 / OPUS
1282,won't take,98,39.9,OpenSubtitles v2018 / OPUS
1283,we'll try,98,39.9,OpenSubtitles v2018 / OPUS
1284,they get,98,39.9,OpenSubtitles v2018 / OPUS
1285,want my,98,39.9,OpenSubtitles v2018 / OPUS
1286,is in the,98,39.9,OpenSubtitles v2018 / OPUS
1287,me please,98,39.9,OpenSubtitles v2018 / OPUS
1288,mean it,98,39.9,OpenSubtitles v2018 / OPUS
1289,i didn't want to,98,39.9,OpenSubtitles v2018 / OPUS
1290,i just don't,98,39.9,OpenSubtitles v2018 / OPUS
1291,can't see,98,39.9,OpenSubtitles v2018 / OPUS
1292,we're getting,98,39.9,OpenSubtitles v2018 / OPUS
1293,didn't say,98,39.9,OpenSubtitles v2018 / OPUS
1294,thing you,98,39.9,OpenSubtitles v2018 / OPUS
1295,i'll leave,98,39.9,OpenSubtitles v2018 / OPUS
1296,get into,98,39.9,OpenSubtitles v2018 / OPUS
1297,no i didn't,98,39.9,OpenSubtitles v2018 / OPUS
1298,well don't,98,39.9,OpenSubtitles v2018 / OPUS
1299,isn't a,97,39.8,OpenSubtitles v2018 / OPUS
1300,don't come,97,39.8,OpenSubtitles v2018 / OPUS
1301,it was just,97,39.8,OpenSubtitles v2018 / OPUS
1302,care about,97,39.8,OpenSubtitles v2018 / OPUS
1303,tell you something,97,39.8,OpenSubtitles v2018 / OPUS
1304,to love,97,39.8,OpenSubtitles v2018 / OPUS
1305,he wasn't,97,39.8,OpenSubtitles v2018 / OPUS
1306,will find,97,39.8,OpenSubtitles v2018 / OPUS
1307,how's that,97,39.8,OpenSubtitles v2018 / OPUS
1308,too good,97,39.8,OpenSubtitles v2018 / OPUS
1309,on boy,97,39.8,OpenSubtitles v2018 / OPUS
1310,it's gonna,97,39.8,OpenSubtitles v2018 / OPUS
1311,one way,97,39.8,OpenSubtitles v2018 / OPUS
1312,but you've,97,39.8,OpenSubtitles v2018 / OPUS
1313,the way to,97,39.8,OpenSubtitles v2018 / OPUS
1314,years in,97,39.8,OpenSubtitles v2018 / OPUS
1315,that's when,97,39.8,OpenSubtitles v2018 / OPUS
1316,in my life,97,39.8,OpenSubtitles v2018 / OPUS
1317,don't move,96,39.7,OpenSubtitles v2018 / OPUS
1318,get over,96,39.7,OpenSubtitles v2018 / OPUS
1319,that right,96,39.7,OpenSubtitles v2018 / OPUS
1320,is good,96,39.7,OpenSubtitles v2018 / OPUS
1321,never know,96,39.7,OpenSubtitles v2018 / OPUS
1322,all over the,96,39.7,OpenSubtitles v2018 / OPUS
1323,in peace,96,39.7,OpenSubtitles v2018 / OPUS
1324,to get it,96,39.7,OpenSubtitles v2018 / OPUS
1325,way out,96,39.7,OpenSubtitles v2018 / OPUS
1326,just can't,96,39.7,OpenSubtitles v2018 / OPUS
1327,got out,96,39.7,OpenSubtitles v2018 / OPUS
1328,you need a,96,39.7,OpenSubtitles v2018 / OPUS
1329,dog in,96,39.7,OpenSubtitles v2018 / OPUS
1330,i've heard,96,39.7,OpenSubtitles v2018 / OPUS
1331,in a hurry,96,39.7,OpenSubtitles v2018 / OPUS
1332,believe you,96,39.7,OpenSubtitles v2018 / OPUS
1333,me tell,96,39.7,OpenSubtitles v2018 / OPUS
1334,sounds like,96,39.7,OpenSubtitles v2018 / OPUS
1335,swear by,96,39.7,OpenSubtitles v2018 / OPUS
1336,run out,96,39.7,OpenSubtitles v2018 / OPUS
1337,can't we,96,39.7,OpenSubtitles v2018 / OPUS
1338,i'm taking,96,39.7,OpenSubtitles v2018 / OPUS
1339,and come,96,39.7,OpenSubtitles v2018 / OPUS
1340,matter with you,96,39.7,OpenSubtitles v2018 / OPUS
1341,the matter with you,96,39.7,OpenSubtitles v2018 / OPUS
1342,call him,95,39.6,OpenSubtitles v2018 / OPUS
1343,don't mean,95,39.6,OpenSubtitles v2018 / OPUS
1344,don't take,95,39.6,OpenSubtitles v2018 / OPUS
1345,know i'm,95,39.6,OpenSubtitles v2018 / OPUS
1346,more thing,95,39.6,OpenSubtitles v2018 / OPUS
1347,one more thing,95,39.6,OpenSubtitles v2018 / OPUS
1348,well i guess,95,39.6,OpenSubtitles v2018 / OPUS
1349,end up,95,39.6,OpenSubtitles v2018 / OPUS
1350,need you,95,39.6,OpenSubtitles v2018 / OPUS
1351,him in the,95,39.6,OpenSubtitles v2018 / OPUS
1352,he's got a,95,39.6,OpenSubtitles v2018 / OPUS
1353,why didn't you tell,95,39.6,OpenSubtitles v2018 / OPUS
1354,there's one,95,39.6,OpenSubtitles v2018 / OPUS
1355,you're still,95,39.6,OpenSubtitles v2018 / OPUS
1356,you think i'm,95,39.6,OpenSubtitles v2018 / OPUS
1357,get some sleep,95,39.6,OpenSubtitles v2018 / OPUS
1358,give him a,95,39.6,OpenSubtitles v2018 / OPUS
1359,i didn't do it,95,39.6,OpenSubtitles v2018 / OPUS
1360,be happy in,95,39.6,OpenSubtitles v2018 / OPUS
1361,happy in your,95,39.6,OpenSubtitles v2018 / OPUS
1362,in your work,95,39.6,OpenSubtitles v2018 / OPUS
1363,happy in your work,95,39.6,OpenSubtitles v2018 / OPUS
1364,how you feel,95,39.6,OpenSubtitles v2018 / OPUS
1365,by all,95,39.6,OpenSubtitles v2018 / OPUS
1366,don't you see,95,39.6,OpenSubtitles v2018 / OPUS
1367,about time,95,39.6,OpenSubtitles v2018 / OPUS
1368,you're getting,95,39.6,OpenSubtitles v2018 / OPUS
1369,in the witness,95,39.6,OpenSubtitles v2018 / OPUS
1370,in the witness box,95,39.6,OpenSubtitles v2018 / OPUS
1371,the prisoner's,95,39.6,OpenSubtitles v2018 / OPUS
1372,in this world,94,39.6,OpenSubtitles v2018 / OPUS
1373,know sir,94,39.6,OpenSubtitles v2018 / OPUS
1374,we'll do,94,39.6,OpenSubtitles v2018 / OPUS
1375,don't give,94,39.6,OpenSubtitles v2018 / OPUS
1376,is over,94,39.6,OpenSubtitles v2018 / OPUS
1377,back with,94,39.6,OpenSubtitles v2018 / OPUS
1378,think they,94,39.6,OpenSubtitles v2018 / OPUS
1379,i call,94,39.6,OpenSubtitles v2018 / OPUS
